uf,ano,mes,segmento,consumo_mwh
RN,2023,7,comercial,84327.0
PB,2023,7,comercial,74196.434
PE,2023,7,comercial,231927.0
AL,2023,7,comercial,69168.185
SE,2023,7,comercial,48747.012
BA,2023,7,comercial,301200.954
MG,2023,7,comercial,654996.529
ES,2023,7,comercial,144764.892
RJ,2023,7,comercial,705971.038
SP,2023,7,comercial,2255059.909
PR,2023,7,comercial,524301.728
SC,2023,7,comercial,378577.522
RS,2023,7,comercial,394151.556
MS,2023,7,comercial,75775.922
MT,2023,7,comercial,137557.666
GO,2023,7,comercial,206185.664
DF,2023,7,comercial,156604.0
RO,2023,8,comercial,65203.974
AC,2023,8,comercial,24294.854
AM,2023,8,comercial,148584.0
RR,2023,8,comercial,26454.677
PA,2023,8,comercial,206946.002
AP,2023,8,comercial,30216.546
TO,2023,8,comercial,41552.404
MA,2023,8,comercial,109106.628
PI,2023,8,comercial,79158.038
CE,2023,8,comercial,201380.026
RN,2023,8,comercial,86854.0
PB,2023,8,comercial,77917.297
PE,2023,8,comercial,234729.0
AL,2023,8,comercial,70786.571
SE,2023,8,comercial,49975.485
BA,2023,8,comercial,309859.15
MG,2023,8,comercial,701838.698
ES,2023,8,comercial,156953.327
RJ,2023,8,comercial,748527.101
SP,2023,8,comercial,2353776.498
PR,2023,8,comercial,568288.66
SC,2023,8,comercial,378298.13
RS,2023,8,comercial,397035.348
MS,2023,8,comercial,98169.213
MT,2023,8,comercial,152378.172
GO,2023,8,comercial,219637.023
DF,2023,8,comercial,163675.0
RO,2023,9,comercial,68834.354
AC,2023,9,comercial,25331.267
AM,2023,9,comercial,147337.0
RR,2023,9,comercial,26747.63
PA,2023,9,comercial,207992.0
AP,2023,9,comercial,25101.508
TO,2023,9,comercial,43375.792
MA,2023,9,comercial,108778.112
PI,2023,9,comercial,84283.083
CE,2023,9,comercial,201890.902
RN,2023,9,comercial,87106.0
PB,2023,9,comercial,81224.948
PE,2023,9,comercial,242630.0
AL,2023,9,comercial,71560.576
SE,2023,9,comercial,51284.576
BA,2023,9,comercial,326892.129
MG,2023,9,comercial,721289.758
ES,2023,9,comercial,159962.688
RJ,2023,9,comercial,786507.447
SP,2023,9,comercial,2522287.737
PR,2023,9,comercial,584130.037
SC,2023,9,comercial,392074.524
RS,2023,9,comercial,394200.154
MS,2023,9,comercial,102545.856
MT,2023,9,comercial,157816.857
GO,2023,9,comercial,236580.496
DF,2023,9,comercial,176912.0
RO,2023,10,comercial,67339.941
AC,2023,10,comercial,25390.325
AM,2023,10,comercial,146305.0
RR,2023,10,comercial,26993.195
PA,2023,10,comercial,213695.995
AP,2023,10,comercial,27594.168
TO,2023,10,comercial,44696.78
MA,2023,10,comercial,113650.706
PI,2023,10,comercial,85288.16
CE,2023,10,comercial,200356.04
RN,2023,10,comercial,91013.0
PB,2023,10,comercial,84550.076
PE,2023,10,comercial,256160.0
AL,2023,10,comercial,76946.278
SE,2023,10,comercial,53247.261
BA,2023,10,comercial,329687.667
MG,2023,10,comercial,821708.017
ES,2023,10,comercial,182477.76
RJ,2023,10,comercial,809940.71
SP,2023,10,comercial,2668135.915
PR,2023,10,comercial,609709.779
SC,2023,10,comercial,421338.991
RS,2023,10,comercial,393990.81
MS,2023,10,comercial,105534.843
MT,2023,10,comercial,161841.356
GO,2023,10,comercial,255230.804
DF,2023,10,comercial,187050.0
RO,2023,11,comercial,69316.741
AC,2023,11,comercial,25277.134
AM,2023,11,comercial,140994.0
RR,2023,11,comercial,26314.064
PA,2023,11,comercial,218560.001
AP,2023,11,comercial,27976.133
TO,2023,11,comercial,43094.646
MA,2023,11,comercial,111837.19
PI,2023,11,comercial,84302.03
CE,2023,11,comercial,215924.421
RN,2023,11,comercial,92977.0
PB,2023,11,comercial,89345.387
PE,2023,11,comercial,262373.0
AL,2023,11,comercial,83235.156
SE,2023,11,comercial,56381.122
BA,2023,11,comercial,352863.774
MG,2023,11,comercial,812150.735
ES,2023,11,comercial,187424.037
RJ,2023,11,comercial,865290.814
SP,2023,11,comercial,2740500.987
PR,2023,11,comercial,606413.355
SC,2023,11,comercial,415011.973
RS,2023,11,comercial,420461.423
MS,2023,11,comercial,103526.368
MT,2023,11,comercial,165561.262
GO,2023,11,comercial,266546.812
DF,2023,11,comercial,191627.0
RO,2023,12,comercial,68372.852
AC,2023,12,comercial,24610.309
AM,2023,12,comercial,133602.0
RR,2023,12,comercial,24974.403
PA,2023,12,comercial,206848.003
AP,2023,12,comercial,27175.261
TO,2023,12,comercial,43729.876
MA,2023,12,comercial,111114.253
PI,2023,12,comercial,81191.012
CE,2023,12,comercial,212461.274
RN,2023,12,comercial,92670.0
PB,2023,12,comercial,91101.836
PE,2023,12,comercial,272965.0
AL,2023,12,comercial,83171.458
SE,2023,12,comercial,57425.406
BA,2023,12,comercial,363877.521
MG,2023,12,comercial,816738.289
ES,2023,12,comercial,202354.233
RJ,2023,12,comercial,913935.396
SP,2023,12,comercial,2894269.619
PR,2023,12,comercial,642474.236
SC,2023,12,comercial,486573.422
RS,2023,12,comercial,490987.005
MS,2023,12,comercial,106373.8
MT,2023,12,comercial,160321.427
GO,2023,12,comercial,264643.969
DF,2023,12,comercial,188911.0
RO,2024,1,comercial,63174.32
AC,2024,1,comercial,23714.001
AM,2024,1,comercial,134214.0
RR,2024,1,comercial,25769.867
PA,2024,1,comercial,194404.642
AP,2024,1,comercial,25551.831
TO,2024,1,comercial,37740.578
MA,2024,1,comercial,105833.515
PI,2024,1,comercial,78018.377
CE,2024,1,comercial,216768.557
RN,2024,1,comercial,97019.0
PB,2024,1,comercial,93348.314
PE,2024,1,comercial,262623.0
AL,2024,1,comercial,87087.593
SE,2024,1,comercial,59024.791
BA,2024,1,comercial,359243.478
MG,2024,1,comercial,796703.753
ES,2024,1,comercial,202464.275
RJ,2024,1,comercial,901771.87
SP,2024,1,comercial,2872520.166
PR,2024,1,comercial,664614.978
SC,2024,1,comercial,525610.676
RS,2024,1,comercial,505840.816
MS,2024,1,comercial,103102.629
MT,2024,1,comercial,151083.335
GO,2024,1,comercial,243901.441
DF,2024,1,comercial,176755.588
RO,2024,2,comercial,61715.277
AC,2024,2,comercial,22968.347
AM,2024,2,comercial,133944.0
RR,2024,2,comercial,24858.189
PA,2024,2,comercial,186981.251
AP,2024,2,comercial,25055.559
TO,2024,2,comercial,39192.253
MA,2024,2,comercial,99157.88
PI,2024,2,comercial,72692.779
CE,2024,2,comercial,221328.999
RN,2024,2,comercial,93450.0
PB,2024,2,comercial,90707.898
PE,2024,2,comercial,262202.0
AL,2024,2,comercial,83668.569
SE,2024,2,comercial,57750.037
BA,2024,2,comercial,356304.453
MG,2024,2,comercial,751921.494
ES,2024,2,comercial,195626.849
RJ,2024,2,comercial,880196.789
SP,2024,2,comercial,2857846.079
PR,2024,2,comercial,669768.932
SC,2024,2,comercial,553077.341
RS,2024,2,comercial,524734.681
MS,2024,2,comercial,108274.595
MT,2024,2,comercial,156439.562
GO,2024,2,comercial,240054.235
DF,2024,2,comercial,177818.406
RO,2024,3,comercial,64374.883
AC,2024,3,comercial,23381.418
AM,2024,3,comercial,138722.0
RR,2024,3,comercial,26004.331
PA,2024,3,comercial,195931.194
AP,2024,3,comercial,25338.72
TO,2024,3,comercial,43353.785
MA,2024,3,comercial,103377.716
PI,2024,3,comercial,76113.747
CE,2024,3,comercial,198606.176
RN,2024,3,comercial,95161.0
PB,2024,3,comercial,94808.899
PE,2024,3,comercial,270950.0
AL,2024,3,comercial,89432.35
SE,2024,3,comercial,61474.561
BA,2024,3,comercial,357051.448
MG,2024,3,comercial,812726.658
ES,2024,3,comercial,212651.694
RJ,2024,3,comercial,908013.158
SP,2024,3,comercial,2892024.856
PR,2024,3,comercial,697611.274
SC,2024,3,comercial,551726.65
RS,2024,3,comercial,535265.673
MS,2024,3,comercial,112131.639
MT,2024,3,comercial,167220.603
GO,2024,3,comercial,244649.003
DF,2024,3,comercial,174216.377
RO,2024,4,comercial,67185.591
AC,2024,4,comercial,24940.211
AM,2024,4,comercial,137674.0
RR,2024,4,comercial,26729.506
PA,2024,4,comercial,196143.117
AP,2024,4,comercial,26408.205
TO,2024,4,comercial,45081.634
MA,2024,4,comercial,105554.483
PI,2024,4,comercial,75892.678
CE,2024,4,comercial,210942.399
RN,2024,4,comercial,95707.0
PB,2024,4,comercial,96813.952
PE,2024,4,comercial,274992.0
AL,2024,4,comercial,86377.673
SE,2024,4,comercial,61367.948
BA,2024,4,comercial,368123.786
MG,2024,4,comercial,789269.723
ES,2024,4,comercial,203489.162
RJ,2024,4,comercial,875816.745
SP,2024,4,comercial,2895326.136
PR,2024,4,comercial,660217.467
SC,2024,4,comercial,548194.778
RS,2024,4,comercial,506085.953
MS,2024,4,comercial,109172.066
MT,2024,4,comercial,161940.593
GO,2024,4,comercial,256046.847
DF,2024,4,comercial,177874.043
RO,2024,5,comercial,68146.155
AC,2024,5,comercial,24116.342
AM,2024,5,comercial,141030.0
RR,2024,5,comercial,24591.661
PA,2024,5,comercial,205489.856
AP,2024,5,comercial,26990.516
TO,2024,5,comercial,46263.087
MA,2024,5,comercial,113701.556
PI,2024,5,comercial,80260.371
CE,2024,5,comercial,215079.699
RN,2024,5,comercial,93979.0
PB,2024,5,comercial,95777.586
PE,2024,5,comercial,272799.0
AL,2024,5,comercial,83717.677
SE,2024,5,comercial,59568.367
BA,2024,5,comercial,352391.961
MG,2024,5,comercial,756669.381
ES,2024,5,comercial,202924.319
RJ,2024,5,comercial,884440.646
SP,2024,5,comercial,2857706.649
PR,2024,5,comercial,632511.186
SC,2024,5,comercial,530575.688
RS,2024,5,comercial,419759.206
MS,2024,5,comercial,99671.232
MT,2024,5,comercial,156049.831
GO,2024,5,comercial,257382.182
DF,2024,5,comercial,178473.075
RO,2024,6,comercial,63604.766
AC,2024,6,comercial,22731.509
AM,2024,6,comercial,141802.0
RR,2024,6,comercial,21561.076
PA,2024,6,comercial,206984.121
AP,2024,6,comercial,26202.295
TO,2024,6,comercial,43537.475
MA,2024,6,comercial,111806.49
PI,2024,6,comercial,78939.26
CE,2024,6,comercial,214738.105
RN,2024,6,comercial,91761.0
PB,2024,6,comercial,90317.474
PE,2024,6,comercial,259302.0
AL,2024,6,comercial,74979.626
SE,2024,6,comercial,54469.556
BA,2024,6,comercial,341971.319
MG,2024,6,comercial,730967.292
ES,2024,6,comercial,171102.477
RJ,2024,6,comercial,808635.219
SP,2024,6,comercial,2658556.88
PR,2024,6,comercial,600619.195
SC,2024,6,comercial,512408.274
RS,2024,6,comercial,392049.356
MS,2024,6,comercial,88439.705
MT,2024,6,comercial,144505.25
GO,2024,6,comercial,242135.268
DF,2024,6,comercial,177632.431
RO,2024,7,comercial,65009.136
AC,2024,7,comercial,22406.17
AM,2024,7,comercial,151620.0
RR,2024,7,comercial,23419.264
PA,2024,7,comercial,211191.38
AP,2024,7,comercial,26644.802
TO,2024,7,comercial,41363.639
MA,2024,7,comercial,111429.444
PI,2024,7,comercial,76731.206
CE,2024,7,comercial,205216.1
RN,2024,7,comercial,86351.0
PB,2024,7,comercial,86719.151
PE,2024,7,comercial,240573.0
AL,2024,7,comercial,74650.031
SE,2024,7,comercial,51692.976
BA,2024,7,comercial,308649.883
MG,2024,7,comercial,703243.274
ES,2024,7,comercial,182045.354
RJ,2024,7,comercial,760350.799
SP,2024,7,comercial,2407529.186
PR,2024,7,comercial,575908.614
SC,2024,7,comercial,500666.346
RS,2024,7,comercial,375670.486
MS,2024,7,comercial,84627.687
MT,2024,7,comercial,138828.845
GO,2024,7,comercial,230872.186
DF,2024,7,comercial,158303.506
RO,2024,8,comercial,66491.027
AC,2024,8,comercial,23332.066
AM,2024,8,comercial,157539.0
RR,2024,8,comercial,25300.635
PA,2024,8,comercial,215540.996
AP,2024,8,comercial,28072.148
TO,2024,8,comercial,41956.04
MA,2024,8,comercial,114142.651
PI,2024,8,comercial,79514.672
CE,2024,8,comercial,208945.097
RN,2024,8,comercial,85688.0
PB,2024,8,comercial,86361.287
PE,2024,8,comercial,247978.0
AL,2024,8,comercial,77419.929
SE,2024,8,comercial,52836.478
BA,2024,8,comercial,316285.96
MG,2024,8,comercial,719152.598
ES,2024,8,comercial,172998.988
RJ,2024,8,comercial,762093.093
SP,2024,8,comercial,2449811.031
PR,2024,8,comercial,566194.4
SC,2024,8,comercial,499189.22
RS,2024,8,comercial,452471.118
MS,2024,8,comercial,86710.614
MT,2024,8,comercial,141449.978
GO,2024,8,comercial,232921.421
DF,2024,8,comercial,160761.045
RO,2024,9,comercial,69971.668
AC,2024,9,comercial,24491.042
AM,2024,9,comercial,159956.0
RR,2024,9,comercial,26569.153
PA,2024,9,comercial,214333.029
AP,2024,9,comercial,28312.404
TO,2024,9,comercial,45145.599
MA,2024,9,comercial,114719.68
PI,2024,9,comercial,83673.486
CE,2024,9,comercial,207341.792
RN,2024,9,comercial,88330.0
PB,2024,9,comercial,84978.806
PE,2024,9,comercial,246881.0
AL,2024,9,comercial,77564.598
SE,2024,9,comercial,52963.642
BA,2024,9,comercial,324921.357
MG,2024,9,comercial,766489.551
ES,2024,9,comercial,185280.558
RJ,2024,9,comercial,816245.876
SP,2024,9,comercial,2549540.586
PR,2024,9,comercial,586553.085
SC,2024,9,comercial,510836.694
RS,2024,9,comercial,413829.417
MS,2024,9,comercial,83856.098
MT,2024,9,comercial,149479.943
GO,2024,9,comercial,240688.633
DF,2024,9,comercial,169367.308
RO,2024,10,comercial,73156.908
AC,2024,10,comercial,26683.824
AM,2024,10,comercial,161713.0
RR,2024,10,comercial,27754.521
PA,2024,10,comercial,218272.47
AP,2024,10,comercial,29103.647
TO,2024,10,comercial,48703.032
MA,2024,10,comercial,118954.308
PI,2024,10,comercial,86721.918
CE,2024,10,comercial,204885.529
RN,2024,10,comercial,85880.0
PB,2024,10,comercial,91801.842
PE,2024,10,comercial,252508.0
AL,2024,10,comercial,85037.052
SE,2024,10,comercial,56207.564
BA,2024,10,comercial,321494.525
MG,2024,10,comercial,844591.469
ES,2024,10,comercial,191177.794
RJ,2024,10,comercial,843571.009
SP,2024,10,comercial,2772387.761
PR,2024,10,comercial,633611.648
SC,2024,10,comercial,536141.963
RS,2024,10,comercial,434088.45
MS,2024,10,comercial,97599.85
MT,2024,10,comercial,169052.149
GO,2024,10,comercial,267021.601
DF,2024,10,comercial,177793.078
RO,2024,11,comercial,68682.162
AC,2024,11,comercial,24711.319
AM,2024,11,comercial,154403.0
RR,2024,11,comercial,27454.234
PA,2024,11,comercial,214260.287
AP,2024,11,comercial,28438.052
TO,2024,11,comercial,43876.599
MA,2024,11,comercial,116668.517
PI,2024,11,comercial,87163.973
CE,2024,11,comercial,221749.99
RN,2024,11,comercial,92397.0
PB,2024,11,comercial,92177.227
PE,2024,11,comercial,267971.0
AL,2024,11,comercial,86820.95
SE,2024,11,comercial,56335.559
BA,2024,11,comercial,353131.536
MG,2024,11,comercial,751662.406
ES,2024,11,comercial,187899.675
RJ,2024,11,comercial,837303.232
SP,2024,11,comercial,2745176.969
PR,2024,11,comercial,644241.042
SC,2024,11,comercial,549087.574
RS,2024,11,comercial,480680.307
MS,2024,11,comercial,95697.51
MT,2024,11,comercial,158842.524
GO,2024,11,comercial,258413.376
DF,2024,11,comercial,180684.506
RO,2024,12,comercial,63743.036
AC,2024,12,comercial,24136.15
AM,2024,12,comercial,147914.0
RR,2024,12,comercial,26970.218
PA,2024,12,comercial,212060.961
AP,2024,12,comercial,26775.129
TO,2024,12,comercial,42061.857
MA,2024,12,comercial,115683.414
PI,2024,12,comercial,85014.376
CE,2024,12,comercial,220585.895
RN,2024,12,comercial,97553.0
PB,2024,12,comercial,99474.579
PE,2024,12,comercial,277825.0
AL,2024,12,comercial,89580.611
SE,2024,12,comercial,60647.253
BA,2024,12,comercial,345107.104
MG,2024,12,comercial,803975.356
ES,2024,12,comercial,218030.302
RJ,2024,12,comercial,887552.1
SP,2024,12,comercial,2763408.081
PR,2024,12,comercial,642051.893
SC,2024,12,comercial,587265.797
RS,2024,12,comercial,499357.409
MS,2024,12,comercial,99299.9
MT,2024,12,comercial,148682.032
GO,2024,12,comercial,249401.765
DF,2024,12,comercial,176646.835
RO,2025,1,comercial,61317.524
AC,2025,1,comercial,23141.07
AM,2025,1,comercial,140489.0
RR,2025,1,comercial,25518.994
PA,2025,1,comercial,193380.903
AP,2025,1,comercial,24651.139
TO,2025,1,comercial,37642.495
MA,2025,1,comercial,106587.969
PI,2025,1,comercial,78398.609
CE,2025,1,comercial,222896.598
RN,2025,1,comercial,92864.909
PB,2025,1,comercial,98590.042
PE,2025,1,comercial,238008.586
AL,2025,1,comercial,89831.684
SE,2025,1,comercial,60386.683
BA,2025,1,comercial,341396.408
MG,2025,1,comercial,779671.785
ES,2025,1,comercial,210085.836
RJ,2025,1,comercial,917740.602
SP,2025,1,comercial,2858187.164
PR,2025,1,comercial,657772.144
SC,2025,1,comercial,584603.979
RS,2025,1,comercial,499204.832
MS,2025,1,comercial,95322.738
MT,2025,1,comercial,145191.101
GO,2025,1,comercial,242876.546
DF,2025,1,comercial,155846.844
RO,2025,2,comercial,61686.746
AC,2025,2,comercial,22549.115
AM,2025,2,comercial,135494.0
RR,2025,2,comercial,23449.129
PA,2025,2,comercial,185291.925
AP,2025,2,comercial,24893.455
TO,2025,2,comercial,39224.32
MA,2025,2,comercial,101534.625
PI,2025,2,comercial,75314.335
CE,2025,2,comercial,217207.729
RN,2025,2,comercial,87627.022
PB,2025,2,comercial,93915.508
PE,2025,2,comercial,247730.864
AL,2025,2,comercial,85495.194
SE,2025,2,comercial,59775.351
BA,2025,2,comercial,354254.474
MG,2025,2,comercial,769742.049
ES,2025,2,comercial,211377.522
RJ,2025,2,comercial,954424.679
SP,2025,2,comercial,2954200.369
PR,2025,2,comercial,711035.134
SC,2025,2,comercial,616188.973
RS,2025,2,comercial,564809.52
MS,2025,2,comercial,112098.57
MT,2025,2,comercial,158829.155
GO,2025,2,comercial,251793.2
DF,2025,2,comercial,173732.083
RO,2025,3,comercial,62757.496
AC,2025,3,comercial,22995.085
AM,2025,3,comercial,141058.0
RR,2025,3,comercial,24864.144
PA,2025,3,comercial,193665.909
AP,2025,3,comercial,22503.091
TO,2025,3,comercial,42368.816
MA,2025,3,comercial,104617.504
PI,2025,3,comercial,74941.202
CE,2025,3,comercial,202393.577
RN,2025,3,comercial,88914.523
PB,2025,3,comercial,95160.549
PE,2025,3,comercial,242168.281
AL,2025,3,comercial,90092.572
SE,2025,3,comercial,60017.229
BA,2025,3,comercial,330283.041
MG,2025,3,comercial,845946.887
ES,2025,3,comercial,212888.023
RJ,2025,3,comercial,947272.73
SP,2025,3,comercial,3010012.584
PR,2025,3,comercial,738650.003
SC,2025,3,comercial,595191.647
RS,2025,3,comercial,575937.105
MS,2025,3,comercial,109738.079
MT,2025,3,comercial,166085.677
GO,2025,3,comercial,260387.315
DF,2025,3,comercial,177515.787
RO,2025,4,comercial,61417.299
AC,2025,4,comercial,23032.359
AM,2025,4,comercial,143657.0
RR,2025,4,comercial,24867.126
PA,2025,4,comercial,200853.251
AP,2025,4,comercial,24891.738
TO,2025,4,comercial,45004.012
MA,2025,4,comercial,108443.151
PI,2025,4,comercial,78374.34
CE,2025,4,comercial,204107.357
RN,2025,4,comercial,89099.707
PB,2025,4,comercial,96975.127
PE,2025,4,comercial,254352.088
AL,2025,4,comercial,90496.013
SE,2025,4,comercial,61730.219
BA,2025,4,comercial,348158.761
MG,2025,4,comercial,789390.525
ES,2025,4,comercial,198092.22
RJ,2025,4,comercial,871911.47
SP,2025,4,comercial,2958494.78
PR,2025,4,comercial,656196.148
SC,2025,4,comercial,528379.722
RS,2025,4,comercial,508618.107
MS,2025,4,comercial,106625.898
MT,2025,4,comercial,157543.844
GO,2025,4,comercial,272382.933
DF,2025,4,comercial,174304.218
RO,2025,5,comercial,67402.314
AC,2025,5,comercial,24319.382
AM,2025,5,comercial,152438.0
RR,2025,5,comercial,24639.892
PA,2025,5,comercial,209022.972
AP,2025,5,comercial,25690.39
TO,2025,5,comercial,45516.892
MA,2025,5,comercial,113304.349
PI,2025,5,comercial,82601.956
CE,2025,5,comercial,214839.084
RN,2025,5,comercial,90803.261
PB,2025,5,comercial,98512.925
PE,2025,5,comercial,253278.326
AL,2025,5,comercial,87353.819
SE,2025,5,comercial,60728.794
BA,2025,5,comercial,344662.142
MG,2025,5,comercial,755195.774
ES,2025,5,comercial,182084.646
RJ,2025,5,comercial,810466.791
SP,2025,5,comercial,2712781.029
PR,2025,5,comercial,591386.983
SC,2025,5,comercial,485308.516
RS,2025,5,comercial,447757.851
MS,2025,5,comercial,86439.295
MT,2025,5,comercial,158266.546
GO,2025,5,comercial,256380.936
DF,2025,5,comercial,168263.185
RO,2025,6,comercial,63789.942
AC,2025,6,comercial,22713.476
AM,2025,6,comercial,148132.0
RR,2025,6,comercial,24141.954
PA,2025,6,comercial,210467.181
AP,2025,6,comercial,24506.183
TO,2025,6,comercial,45388.863
MA,2025,6,comercial,113608.623
PI,2025,6,comercial,81463.702
CE,2025,6,comercial,213757.162
RN,2025,6,comercial,87222.34
PB,2025,6,comercial,92025.792
PE,2025,6,comercial,241342.751
AL,2025,6,comercial,78121.851
SE,2025,6,comercial,55227.249
BA,2025,6,comercial,316723.81
MG,2025,6,comercial,727414.262
ES,2025,6,comercial,175537.849
RJ,2025,6,comercial,755097.449
SP,2025,6,comercial,2561403.331
PR,2025,6,comercial,573172.361
SC,2025,6,comercial,434865.326
RS,2025,6,comercial,427235.581
MS,2025,6,comercial,79099.491
MT,2025,6,comercial,146628.776
GO,2025,6,comercial,245094.343
DF,2025,6,comercial,163593.046
RO,2025,7,comercial,62468.621
AC,2025,7,comercial,21523.765
AM,2025,7,comercial,156090.0
RR,2025,7,comercial,24455.912
PA,2025,7,comercial,216264.882
AP,2025,7,comercial,26325.189
TO,2025,7,comercial,43104.069
MA,2025,7,comercial,115483.441
PI,2025,7,comercial,82959.456
CE,2025,7,comercial,206790.162
RN,2025,7,comercial,85126.713
PB,2025,7,comercial,89322.112
PE,2025,7,comercial,223558.039
AL,2025,7,comercial,77177.318
SE,2025,7,comercial,53811.342
BA,2025,7,comercial,288938.672
MG,2025,7,comercial,710270.998
ES,2025,7,comercial,170051.06
RJ,2025,7,comercial,720135.468
SP,2025,7,comercial,2428859.604
PR,2025,7,comercial,597831.162
SC,2025,7,comercial,395846.467
RS,2025,7,comercial,435750.672
MS,2025,7,comercial,84584.766
MT,2025,7,comercial,143274.955
GO,2025,7,comercial,234561.906
DF,2025,7,comercial,155704.839
RO,2025,8,comercial,65820.017
AC,2025,8,comercial,23801.072
AM,2025,8,comercial,160793.0
RR,2025,8,comercial,25666.549
PA,2025,8,comercial,215292.556
AP,2025,8,comercial,27315.433
TO,2025,8,comercial,43715.262
MA,2025,8,comercial,117596.198
PI,2025,8,comercial,85974.823
CE,2025,8,comercial,211878.702
RN,2025,8,comercial,85829.311
PB,2025,8,comercial,90581.212
PE,2025,8,comercial,223059.461
AL,2025,8,comercial,78304.387
SE,2025,8,comercial,54447.559
BA,2025,8,comercial,295523.564
MG,2025,8,comercial,729111.364
ES,2025,8,comercial,176217.634
RJ,2025,8,comercial,734401.85
SP,2025,8,comercial,2476928.522
PR,2025,8,comercial,593604.065
SC,2025,8,comercial,384494.606
RS,2025,8,comercial,429398.763
MS,2025,8,comercial,83568.438
MT,2025,8,comercial,148216.078
GO,2025,8,comercial,239045.709
DF,2025,8,comercial,166874.205
RO,2025,9,comercial,69931.606
AC,2025,9,comercial,24583.833
AM,2025,9,comercial,162000.0
RR,2025,9,comercial,28103.707
PA,2025,9,comercial,217729.461
AP,2025,9,comercial,27794.97
TO,2025,9,comercial,46995.562
MA,2025,9,comercial,121152.0
PI,2025,9,comercial,89062.812
CE,2025,9,comercial,212011.54
RN,2025,9,comercial,82552.826
PB,2025,9,comercial,89465.044
PE,2025,9,comercial,230077.468
AL,2025,9,comercial,79390.869
SE,2025,9,comercial,54990.246
BA,2025,9,comercial,295125.927
MG,2025,9,comercial,769454.175
ES,2025,9,comercial,175507.77
RJ,2025,9,comercial,764206.672
SP,2025,9,comercial,2567286.686
PR,2025,9,comercial,599271.224
SC,2025,9,comercial,440412.916
RS,2025,9,comercial,421368.8
MS,2025,9,comercial,84866.149
MT,2025,9,comercial,153603.525
GO,2025,9,comercial,252964.926
DF,2025,9,comercial,172846.962
RO,2025,10,comercial,69821.586
AC,2025,10,comercial,24863.825
AM,2025,10,comercial,161907.0
RR,2025,10,comercial,28242.541
PA,2025,10,comercial,228112.457
AP,2025,10,comercial,28941.714
TO,2025,10,comercial,48488.934
MA,2025,10,comercial,125146.276
PI,2025,10,comercial,93123.89
CE,2025,10,comercial,214554.242
RN,2025,10,comercial,85686.791
PB,2025,10,comercial,96017.26
PE,2025,10,comercial,236475.207
AL,2025,10,comercial,86479.514
SE,2025,10,comercial,58178.279
BA,2025,10,comercial,293722.065
MG,2025,10,comercial,815220.677
ES,2025,10,comercial,186917.036
RJ,2025,10,comercial,800301.32
SP,2025,10,comercial,2702874.887
PR,2025,10,comercial,646584.545
SC,2025,10,comercial,456879.058
RS,2025,10,comercial,425675.208
MS,2025,10,comercial,91549.527
MT,2025,10,comercial,170974.272
GO,2025,10,comercial,274466.623
DF,2025,10,comercial,176202.819
RO,2025,11,comercial,68070.67
AC,2025,11,comercial,25250.101
AM,2025,11,comercial,156767.0
RR,2025,11,comercial,29428.998
PA,2025,11,comercial,224296.087
AP,2025,11,comercial,28427.25
TO,2025,11,comercial,46746.431
MA,2025,11,comercial,121690.801
PI,2025,11,comercial,90118.62
CE,2025,11,comercial,223450.281
RN,2025,11,comercial,85157.388
PB,2025,11,comercial,99164.668
PE,2025,11,comercial,248833.353
AL,2025,11,comercial,88996.59
SE,2025,11,comercial,60587.355
BA,2025,11,comercial,317176.603
MG,2025,11,comercial,770906.829
ES,2025,11,comercial,198388.122
RJ,2025,11,comercial,806979.691
SP,2025,11,comercial,2768388.355
PR,2025,11,comercial,643907.529
SC,2025,11,comercial,474592.498
RS,2025,11,comercial,445779.361
MS,2025,11,comercial,92721.687
MT,2025,11,comercial,165513.322
GO,2025,11,comercial,281068.057
DF,2025,11,comercial,195294.272
RO,2025,12,comercial,66465.23
AC,2025,12,comercial,24519.296
AM,2025,12,comercial,153808.0
RR,2025,12,comercial,27754.734
PA,2025,12,comercial,220884.966
AP,2025,12,comercial,23747.937
TO,2025,12,comercial,43828.355
MA,2025,12,comercial,119818.04
PI,2025,12,comercial,88350.959
CE,2025,12,comercial,217939.34
RN,2025,12,comercial,92883.848
PB,2025,12,comercial,103381.265
PE,2025,12,comercial,253062.321
AL,2025,12,comercial,93998.977
SE,2025,12,comercial,63124.078
BA,2025,12,comercial,326062.559
MG,2025,12,comercial,828029.555
ES,2025,12,comercial,217978.061
RJ,2025,12,comercial,905768.854
SP,2025,12,comercial,2855038.806
PR,2025,12,comercial,688464.994
SC,2025,12,comercial,520457.028
RS,2025,12,comercial,514755.218
MS,2025,12,comercial,94162.365
MT,2025,12,comercial,152762.088
GO,2025,12,comercial,268847.972
DF,2025,12,comercial,181094.67
RO,2021,1,industrial,34126.332
AC,2021,1,industrial,3559.271
AM,2021,1,industrial,129755.0
RR,2021,1,industrial,1850.976
PA,2021,1,industrial,1070133.638
AP,2021,1,industrial,8398.376
TO,2021,1,industrial,24404.066
MA,2021,1,industrial,124268.745
PI,2021,1,industrial,17385.348
CE,2021,1,industrial,205993.545
RN,2021,1,industrial,110684.0
PB,2021,1,industrial,130962.714
PE,2021,1,industrial,342156.0
AL,2021,1,industrial,78160.617
SE,2021,1,industrial,89058.717
BA,2021,1,industrial,827507.558
MG,2021,1,industrial,2725744.937
ES,2021,1,industrial,331362.769
