uf,ano,mes,temp_media_mensal,temp_minima_mensal,temp_minima_absoluta,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia
PR,2021,10,19.408211030973145,15.520626,4.4,3.8848426,8.086423,31,Sul,3.2255,1.9424
PR,2021,11,22.91788728202347,17.49278,5.8,6.3343067,11.10828,30,Sul,3.4079,3.1672
PR,2021,12,24.267801018592404,18.353916,6.5,6.834714,12.152349,31,Sul,3.4809,3.4174
PR,2022,1,24.42131535430912,19.8344,8.8,5.7777205,10.202631,31,Sul,3.4893,2.8889
PR,2022,2,24.35566329102077,19.054989,5.7,6.1603003,11.449889,28,Sul,3.4857,3.0802
PR,2022,3,22.920299048139803,18.844044,7.8,4.358696,9.205957,31,Sul,3.4081,2.1793
PR,2022,4,20.183214529506447,15.902484,0.8,4.017882,9.286129,30,Sul,3.2649,2.0089
PR,2022,5,16.383125443800534,11.771454,-2.1,3.3293023,9.45937,31,Sul,3.0766,1.6647
PR,2022,6,16.21597885867045,11.696487,-3.9,3.102531,9.183058,30,Sul,3.0686,1.5513
PR,2022,7,19.3530401766503,13.4725,-1.8,3.816737,11.476459,31,Sul,3.2227,1.9084
PR,2022,8,17.201887022637642,11.936052,-2.3,3.8752255,10.351803,31,Sul,3.1161,1.9376
PR,2022,9,16.79142290376677,12.6713085,-0.5,3.5320308,8.469967,30,Sul,3.0962,1.766
PR,2022,10,20.02492044493061,15.388013,3.7,4.6631875,9.636987,31,Sul,3.2568,2.3316
PR,2022,11,19.856017846690712,14.220583,0.2,6.4529433,11.287993,30,Sul,3.2482,3.2265
PR,2022,12,23.051288101310604,18.370085,6.7,6.268739,10.244803,31,Sul,3.4151,3.1344
PR,2023,1,23.0763576434582,18.60969,6.8,5.9892607,9.811657,31,Sul,3.4164,2.9946
PR,2023,2,22.418298493627205,18.521584,8.2,4.9395833,8.821117,28,Sul,3.3813,2.4698
PR,2023,3,23.4692644999709,19.105095,8.0,5.179866,9.948763,31,Sul,3.4375,2.5899
PR,2023,4,20.24496524065798,15.79736,0.3,4.4104667,9.611801,30,Sul,3.268,2.2052
PR,2023,5,18.27095258670916,13.55295,-1.8,3.7537925,10.55337,31,Sul,3.1686,1.8769
PR,2023,6,16.341847211828753,11.648668,-2.0,3.2496436,10.293639,30,Sul,3.0746,1.6248
PR,2023,7,17.118698081379424,13.021629,-0.8,3.1458516,9.314888,31,Sul,3.1121,1.5729
PR,2023,8,18.401029393539016,13.317508,-1.8,3.8835566,11.217367,31,Sul,3.175,1.9418
PR,2023,9,21.74045349388965,16.5,-0.7,4.5280547,11.5502825,30,Sul,3.3456,2.264
PR,2023,10,21.50885170458824,17.46681,7.7,4.0578747,9.1757965,31,Sul,3.3334,2.0289
PR,2023,11,22.71867371400713,18.338333,0.7,4.9978366,9.631969,30,Sul,3.3973,2.4989
PR,2023,12,24.17305775127863,19.487219,8.3,6.335007,10.386466,31,Sul,3.4757,3.1675
PR,2024,1,23.679762237052334,19.121397,9.3,5.985058,10.349358,31,Sul,3.4489,2.9925
PR,2024,2,24.4357088428031,20.206667,14.0,5.565898,10.104341,29,Sul,3.4901,2.7829
PR,2024,3,23.966379277302583,19.504204,10.2,5.125652,10.331231,31,Sul,3.4645,2.5628
PR,2024,4,22.641460257537176,18.596302,2.9,3.9117196,9.200888,30,Sul,3.3932,1.9559
PR,2024,5,19.699252988323824,15.565184,1.0,3.1899085,9.013957,31,Sul,3.2402,1.595
PR,2024,6,19.21201960509447,14.27918,-3.5,3.2338967,10.670189,30,Sul,3.2156,1.6169
PR,2024,7,16.42512418888941,12.0299225,-3.9,2.888888,9.642015,31,Sul,3.0786,1.4444
PR,2024,8,17.9795746150593,11.864721,-5.3,4.2847815,13.284584,31,Sul,3.1542,2.1424
PR,2024,9,22.093725726671853,16.00985,1.8,4.5932856,13.192239,30,Sul,3.3641,2.2966
PR,2024,10,22.15616740402877,17.283148,7.6,5.020374,10.677577,31,Sul,3.3674,2.5102
PR,2024,11,22.90189618542871,18.356388,4.7,5.609091,10.123333,30,Sul,3.4071,2.8045
PR,2024,12,22.412535350003346,18.33989,7.6,5.323623,8.843767,31,Sul,3.381,2.6618
PR,2025,1,23.620526251794903,19.070475,7.3,5.847604,10.497774,31,Sul,3.4457,2.9238
PR,2025,2,24.281232604389317,20.075417,12.8,5.514237,10.317057,28,Sul,3.4816,2.7571
PR,2025,3,23.62900203227757,18.921175,8.7,5.147785,10.924706,31,Sul,3.4462,2.5739
PR,2025,4,20.04020300641406,16.397287,-0.1,3.4018087,8.565891,30,Sul,3.2576,1.7009
PR,2025,5,18.32131937569619,13.710478,0.2,3.4346442,10.418934,31,Sul,3.1711,1.7173
PR,2025,6,15.605943796090449,11.565259,-7.8,2.5421689,8.862764,30,Sul,3.0396,1.2711
PR,2025,7,14.663456762932128,9.597185,-3.4,3.4100068,11.490432,31,Sul,2.9954,1.705
PR,2025,8,16.53138924844874,11.268762,-1.6,3.942908,11.639619,31,Sul,3.0837,1.9715
PR,2025,9,19.939520684628977,14.216956,2.1,4.581815,12.159152,30,Sul,3.2524,2.2909
PR,2025,10,19.71231441103025,15.3581085,4.5,4.2954903,9.622824,31,Sul,3.2409,2.1477
PR,2025,11,20.57449052115862,15.640869,5.7,5.7426534,10.838377,30,Sul,3.2849,2.8713
PR,2025,12,23.196103700612984,18.33158,5.6,6.116776,10.79494,31,Sul,3.4228,3.0584
RJ,2021,1,25.40751163614804,20.972307,5.6,6.742048,9.708521,31,Sudeste,3.5437,3.371
RJ,2021,2,23.84907258293323,20.282816,1.5,4.9377456,8.386761,28,Sudeste,3.4581,2.4689
RJ,2021,3,24.277206249961623,20.119286,4.2,5.539873,9.650066,31,Sudeste,3.4814,2.7699
RJ,2021,4,21.37466742997157,17.097664,-5.1,4.465415,9.128297,30,Sudeste,3.3264,2.2327
RJ,2021,5,20.2004101461953,16.218035,-2.2,3.442168,8.888829,31,Sudeste,3.2657,1.7211
RJ,2021,6,18.995312454419416,15.130465,-5.1,2.966211,8.409427,30,Sudeste,3.2047,1.4831
RJ,2021,7,17.438680351291442,12.395871,-9.9,3.5224445,10.771484,31,Sudeste,3.1277,1.7612
RJ,2021,8,19.381099793059715,14.748677,-5.7,3.8924134,10.048413,31,Sudeste,3.2241,1.9462
RJ,2021,9,21.9787544428106,17.943768,-1.1,4.3006606,9.161911,30,Sudeste,3.3581,2.1503
RJ,2021,10,20.966496182919272,18.241055,-0.2,3.3288918,6.448906,31,Sudeste,3.3052,1.6644
RJ,2021,11,21.148050909732635,17.440897,-3.1,5.0989532,8.182564,30,Sudeste,3.3146,2.5495
RJ,2021,12,22.56206729867852,19.150248,2.8,5.4289656,7.948139,31,Sudeste,3.389,2.7145
RJ,2022,1,24.88001228814301,21.442451,12.6,5.3583612,8.116516,31,Sudeste,3.5145,2.6792
RJ,2022,2,24.2544650329737,21.031183,9.7,4.997049,7.7814097,28,Sudeste,3.4802,2.4985
RJ,2022,3,25.22283702772819,20.804049,8.3,5.880222,10.178812,31,Sudeste,3.5335,2.9401
RJ,2022,4,22.962975638236895,19.326944,5.9,4.3764462,8.312064,30,Sudeste,3.4103,2.1882
RJ,2022,5,20.31670814663582,16.150324,1.4,3.751653,9.33238,31,Sudeste,3.2717,1.8758
RJ,2022,6,18.69182962210701,14.84,2.6,3.0613601,9.0596,30,Sudeste,3.1895,1.5307
RJ,2022,7,19.90281773798932,15.069033,2.4,3.8559258,11.222322,31,Sudeste,3.2505,1.928
RJ,2022,8,19.41300467009185,15.155612,0.9,3.8146348,9.565162,31,Sudeste,3.2257,1.9073
RJ,2022,9,19.56755837515966,15.797718,3.2,3.8567333,8.633155,30,Sudeste,3.2335,1.9284
RJ,2022,10,22.971588630760603,19.483488,8.2,4.7110353,8.261385,31,Sudeste,3.4108,2.3555
RJ,2022,11,21.843315542449705,18.284338,7.3,5.070788,8.020348,30,Sudeste,3.351,2.5354
RJ,2022,12,23.117668422436022,19.928783,7.2,4.82925,7.430025,31,Sudeste,3.4186,2.4146
RJ,2023,1,24.142802166819603,20.754095,8.7,5.437854,8.239826,31,Sudeste,3.4741,2.7189
RJ,2023,2,25.325416269604617,21.475138,12.6,6.0077963,9.500549,28,Sudeste,3.5391,3.0039
RJ,2023,3,24.81314024392721,20.70757,10.0,5.561698,9.714269,31,Sudeste,3.5108,2.7808
RJ,2023,4,22.41723897526471,19.005257,6.1,4.122342,7.890769,30,Sudeste,3.3813,2.0612
RJ,2023,5,20.343732563178595,16.50462,4.3,3.6854415,8.747565,31,Sudeste,3.2731,1.8427
RJ,2023,6,19.23138557130101,14.692948,2.4,3.6180153,10.6894865,30,Sudeste,3.2166,1.809
RJ,2023,7,19.15248277574588,14.941439,1.5,3.380671,9.6317625,31,Sudeste,3.2126,1.6903
RJ,2023,8,20.66688204398544,16.53851,2.0,3.7148986,9.540497,31,Sudeste,3.2897,1.8574
RJ,2023,9,22.812813392158603,18.300898,6.6,5.0263166,10.373077,30,Sudeste,3.4023,2.5132
RJ,2023,10,23.11519734923056,20.162903,11.0,4.072544,7.218114,31,Sudeste,3.4185,2.0363
RJ,2023,11,24.760980898649727,20.667484,6.9,5.764639,9.275354,30,Sudeste,3.5079,2.8823
RJ,2023,12,25.076831700798245,21.123816,10.8,6.052459,9.065835,31,Sudeste,3.5254,3.0262
RJ,2024,1,24.928161248943468,21.543655,9.8,5.189671,8.040547,31,Sudeste,3.5172,2.5948
RJ,2024,2,25.691769317985155,22.15266,10.1,5.3623486,8.1625,29,Sudeste,3.5595,2.6812
RJ,2024,3,25.044980467163903,21.887434,9.8,4.397671,7.476282,31,Sudeste,3.5236,2.1988
RJ,2024,4,23.45134693650582,19.37773,9.0,4.3566113,9.345248,30,Sudeste,3.4366,2.1783
RJ,2024,5,22.82167714446548,18.635845,5.4,3.6738057,9.870293,31,Sudeste,3.4028,1.8369
RJ,2024,6,20.57228905594356,15.479257,3.8,3.5051157,11.762229,30,Sudeste,3.2848,1.7526
RJ,2024,7,19.447773355853244,15.238387,0.2,3.2365656,9.985118,31,Sudeste,3.2275,1.6183
RJ,2024,8,19.86756839954117,14.331899,0.6,4.4401994,12.419495,31,Sudeste,3.2488,2.2201
RJ,2024,9,22.851554489368414,18.107275,7.3,4.869524,10.897355,30,Sudeste,3.4044,2.4348
RJ,2024,10,22.58643640040104,19.10324,8.4,4.579624,8.155958,31,Sudeste,3.3903,2.2898
RJ,2024,11,23.193011969498176,19.607897,8.5,5.0828586,7.972691,30,Sudeste,3.4227,2.5414
RJ,2024,12,24.64937879415907,21.30362,9.5,4.842044,7.67051,31,Sudeste,3.5018,2.421
RJ,2025,1,25.289791839981376,21.694378,8.3,5.3907714,8.238171,31,Sudeste,3.5372,2.6954
RJ,2025,2,26.632252378552764,21.759853,8.8,6.5368,10.654118,28,Sudeste,3.6124,3.2684
RJ,2025,3,25.027593752691256,21.22885,10.7,5.0905848,8.557827,31,Sudeste,3.5226,2.5453
RJ,2025,4,22.698532599823803,19.524729,8.0,3.74894,7.2709236,30,Sudeste,3.3962,1.8745
RJ,2025,5,20.701092386181905,16.71523,3.5,3.6725698,8.9268875,31,Sudeste,3.2915,1.8363
RJ,2025,6,19.64855702108723,15.4019375,2.1,3.3215394,9.563953,30,Sudeste,3.2376,1.6608
RJ,2025,7,18.22155809380823,13.941927,0.5,3.450585,9.320901,31,Sudeste,3.1661,1.7253
RJ,2025,8,19.575096042347862,15.25025,1.3,4.062546,9.509875,31,Sudeste,3.2339,2.0313
RJ,2025,9,20.801628916529328,16.688774,4.1,4.608273,9.191355,30,Sudeste,3.2967,2.3041
RJ,2025,10,21.34713431515168,17.372194,2.6,4.622428,8.940307,31,Sudeste,3.325,2.3112
RJ,2025,11,22.276886994911475,18.13974,6.0,5.4008408,9.15039,30,Sudeste,3.3738,2.7004
RJ,2025,12,25.03623784699134,20.696213,8.0,5.7802963,9.804672,31,Sudeste,3.5231,2.8901
RN,2021,1,30.3815872889238,25.522522,21.0,5.0895143,8.167568,31,Nordeste,3.8308,2.5448
RN,2021,2,30.471363178918114,25.450893,20.6,5.1482315,8.646429,28,Nordeste,3.8361,2.5741
RN,2021,3,29.500680231868056,24.487394,21.2,5.142148,8.15126,31,Nordeste,3.7784,2.5711
RN,2021,4,29.5836705749854,24.73,20.5,3.6467917,7.322727,30,Nordeste,3.7833,1.8234
RN,2021,5,28.803900325957787,23.941668,20.0,3.6588457,7.273333,31,Nordeste,3.7374,1.8294
RN,2021,6,28.927886180134056,22.69,19.2,3.9847505,9.953334,30,Nordeste,3.7447,1.9924
RN,2021,7,28.747299572095557,22.355646,18.6,4.4213114,10.31371,31,Nordeste,3.7341,2.2107
RN,2021,8,29.217745041116896,22.808064,19.1,3.9793122,10.076612,31,Nordeste,3.7617,1.9897
RN,2021,9,30.24907352531428,23.473333,19.4,4.606231,10.898334,30,Nordeste,3.8228,2.3031
RN,2021,10,31.45734419965243,24.560606,20.2,4.9193635,10.0989895,31,Nordeste,3.8956,2.4597
RN,2021,11,31.84245656160258,25.15,-9.2,4.684803,9.401087,30,Nordeste,3.9191,2.3424
RN,2021,12,31.71879427368964,25.982977,20.8,4.4567213,8.196809,31,Nordeste,3.9115,2.2284
RN,2022,1,30.268324754886585,24.74086,22.0,5.0009065,8.101075,31,Nordeste,3.824,2.5005
RN,2022,2,30.587581731835197,24.834524,21.5,5.7940593,8.261905,28,Nordeste,3.8431,2.897
RN,2022,3,29.84180229093019,24.419355,21.9,4.6702394,7.9505377,31,Nordeste,3.7986,2.3351
RN,2022,4,29.297820266532806,24.036667,22.0,5.0449915,7.7866664,30,Nordeste,3.7664,2.5225
RN,2022,5,28.212141986902708,23.43656,20.9,3.8704681,7.6913977,31,Nordeste,3.703,1.9352
RN,2022,6,26.99377616792416,22.153334,18.4,4.1126256,7.688889,30,Nordeste,3.633,2.0563
RN,2022,7,27.405431643115215,21.844086,17.2,3.6530116,8.670968,31,Nordeste,3.6565,1.8265
RN,2022,8,27.35449331280809,20.915245,15.6,5.1474543,10.806097,31,Nordeste,3.6536,2.5737
RN,2022,9,27.776671928990456,21.967842,17.1,5.340403,10.651101,30,Nordeste,3.6778,2.6702
RN,2022,10,28.844004247702728,23.366823,18.3,5.8011637,10.27944,31,Nordeste,3.7398,2.9006
RN,2022,11,28.77856034916287,23.685427,20.5,5.319673,9.681407,30,Nordeste,3.736,2.6598
RN,2022,12,29.313260947695973,23.85432,20.4,4.8442006,9.74321,31,Nordeste,3.7673,2.4221
RN,2023,1,29.22844363473473,24.013636,20.5,5.031918,9.523864,31,Nordeste,3.7623,2.516
RN,2023,2,29.414006754258644,24.463095,19.6,5.2697377,9.342262,28,Nordeste,3.7733,2.6349
RN,2023,3,28.189650139034114,23.82043,20.6,4.803306,8.393548,31,Nordeste,3.7017,2.4017
RN,2023,4,27.700839257704096,23.490002,20.2,4.883576,8.050555,30,Nordeste,3.6734,2.4418
RN,2023,5,28.28302525877814,23.478495,20.2,4.7286487,8.865591,31,Nordeste,3.7071,2.3643
RN,2023,6,27.67396990164057,22.76279,19.1,4.2302465,9.021511,30,Nordeste,3.6719,2.1151
RN,2023,7,27.30290424507169,21.722221,18.1,5.0755143,10.452223,31,Nordeste,3.6506,2.5378
RN,2023,8,27.178533741950705,21.636635,17.7,5.543295,11.159902,31,Nordeste,3.6435,2.7716
RN,2023,9,27.67675132813486,22.272383,18.5,5.9514575,11.20762,30,Nordeste,3.6721,2.9757
RN,2023,10,28.40247653156502,23.128366,18.8,6.4465647,11.304327,31,Nordeste,3.714,3.2233
RN,2023,11,28.740010997479683,23.666449,21.0,6.323594,10.999342,30,Nordeste,3.7337,3.1618
RN,2023,12,28.86912071691089,23.950867,20.7,5.798049,10.410404,31,Nordeste,3.7413,2.899
RN,2024,1,28.80321345004274,24.043549,20.1,5.8021398,9.901075,31,Nordeste,3.7374,2.9011
RN,2024,2,28.54483836492584,24.29647,21.6,5.4696765,9.669412,29,Nordeste,3.7223,2.7348
RN,2024,3,27.538056986593148,24.137108,22.0,5.4706917,8.378616,31,Nordeste,3.6641,2.7353
RN,2024,4,27.34458223711857,23.943918,22.1,5.2417665,8.194595,30,Nordeste,3.653,2.6209
RN,2024,5,27.607259560113004,23.518057,20.1,5.1300344,9.026389,31,Nordeste,3.6681,2.565
RN,2024,6,27.105833357351795,22.507921,19.5,4.4848685,9.742575,30,Nordeste,3.6394,2.2424
RN,2024,7,26.493982598484298,20.753279,17.0,4.8289804,11.47459,31,Nordeste,3.6046,2.4145
RN,2024,8,27.11354073475865,21.328478,16.4,5.3866463,11.475497,31,Nordeste,3.6398,2.6933
RN,2024,9,27.45505651953315,22.357693,16.9,5.9860196,10.067307,30,Nordeste,3.6593,2.993
RN,2024,10,27.98082888416204,23.507835,18.5,6.482617,9.342396,31,Nordeste,3.6896,3.2413
RN,2024,11,28.741671972437416,24.335238,19.1,6.6164656,8.924286,30,Nordeste,3.7338,3.3082
RN,2024,12,29.11142497668972,25.194883,20.8,5.8295836,7.8172092,31,Nordeste,3.7555,2.9148
RN,2025,1,28.96744126581025,25.272684,22.0,5.5952907,7.5944448,31,Nordeste,3.747,2.7976
RN,2025,2,28.32931348021086,24.08031,20.8,5.7325945,8.686528,28,Nordeste,3.7098,2.8663
RN,2025,3,27.8749404414435,24.007584,20.7,5.5208306,8.138389,31,Nordeste,3.6835,2.7604
RN,2025,4,28.486259838547383,24.278261,20.6,5.724531,8.832367,30,Nordeste,3.7189,2.8623
RN,2025,5,27.9455849183679,23.439087,19.8,5.0770745,9.008629,31,Nordeste,3.6876,2.5385
RN,2025,6,27.527737531567716,23.250576,19.3,4.433895,8.456322,30,Nordeste,3.6635,2.2169
RN,2025,7,27.1089663833803,22.65946,18.6,4.7686644,8.880541,31,Nordeste,3.6395,2.3843
RN,2025,8,27.499303331444587,22.356451,17.6,5.6953316,9.865591,31,Nordeste,3.6619,2.8477
RN,2025,9,27.610407404134907,22.606134,19.2,5.9308743,9.888344,30,Nordeste,3.6682,2.9654
RN,2025,10,27.992655461093435,23.070923,19.6,6.4670796,9.995745,31,Nordeste,3.6903,3.2335
RN,2025,11,28.509982869594808,23.7024,19.1,6.5369716,9.8704,30,Nordeste,3.7203,3.2685
RN,2025,12,29.008703898597624,24.789543,19.9,5.944633,8.708497,31,Nordeste,3.7494,2.9723
RO,2021,1,25.02614248952558,22.02097,18.7,4.896799,7.864516,31,Norte,3.5226,2.4484
RO,2021,2,24.975000063578285,22.291073,20.5,4.276916,7.289286,28,Norte,3.5197,2.1385
RO,2021,3,24.66606185256794,21.66613,19.0,4.515936,7.9290323,31,Norte,3.5027,2.258
RO,2021,4,25.06020834181044,21.675,17.1,4.7262073,8.613333,30,Norte,3.5245,2.3631
RO,2021,5,26.37043719352726,21.567741,13.0,4.405232,8.782258,31,Norte,3.5976,2.2026
RO,2021,6,26.305997696326525,20.678333,7.4,3.913088,9.586667,30,Norte,3.594,1.9565
RO,2021,7,25.25952395735625,18.2425,11.4,4.9861593,12.897501,31,Norte,3.5355,2.4931
RO,2021,8,26.54166683073967,20.06129,15.1,5.161073,13.283871,31,Norte,3.6073,2.5805
RO,2021,9,26.483416459825303,21.773335,19.4,5.0870028,10.726666,30,Norte,3.604,2.5435
RO,2021,10,25.698252688172044,21.62258,19.5,5.1119747,9.458064,31,Norte,3.5599,2.556
RO,2021,11,23.77972242567274,21.033333,19.3,4.389476,7.3166666,30,Norte,3.4543,2.1947
RO,2021,12,24.02284954440209,21.554838,18.7,3.929292,6.7709675,31,Norte,3.4675,1.9646
RO,2022,1,25.09183326978001,22.183872,18.3,4.946947,7.6919355,31,Norte,3.5262,2.4735
RO,2022,2,24.72795684490638,22.064285,20.3,4.7508025,7.3624997,28,Norte,3.5061,2.3754
RO,2022,3,24.755852551703253,22.08387,17.3,4.2029214,7.314516,31,Norte,3.5077,2.1015
RO,2022,4,25.64562502966987,21.973333,15.2,5.0104203,8.625,30,Norte,3.557,2.5052
RO,2022,5,24.69643820485761,20.150002,11.2,4.7938685,10.237097,31,Norte,3.5044,2.3969
RO,2022,6,23.593714258103144,19.168571,13.4,4.4516973,9.668571,30,Norte,3.4443,2.2258
RO,2022,7,26.22420594495783,19.925,17.3,5.1983237,12.782693,31,Norte,3.5894,2.5992
RO,2022,8,26.357462735911508,20.539394,10.0,4.781678,11.996969,31,Norte,3.5969,2.3908
RO,2022,9,28.99923668746479,24.228333,18.2,4.6955533,9.466666,30,Norte,3.7489,2.3478
RO,2022,10,27.952301729864807,24.532074,21.4,4.3946843,7.3849053,31,Norte,3.6879,2.1973
RO,2022,11,26.42919583712223,21.896667,14.3,5.598637,10.243334,30,Norte,3.601,2.7993
RO,2022,12,26.080627380770576,22.87742,21.5,4.668182,7.929032,31,Norte,3.5813,2.3341
RO,2023,1,25.440000661214192,22.900002,22.1,3.0241666,6.174999,31,Norte,3.5455,1.5121
RO,2023,2,,,,,,28,Norte,,
RO,2023,3,27.10552873716249,23.4,22.7,5.0145764,8.35,31,Norte,3.6393,2.5073
RO,2023,4,26.268647283838508,23.98125,22.9,1.9829218,5.46875,30,Norte,3.5919,0.9915
RO,2023,5,26.58946436483644,23.267347,19.6,3.4810953,7.7306128,31,Norte,3.61,1.7405
RO,2023,6,24.426012448952328,19.744999,8.0,4.094387,10.855833,30,Norte,3.4896,2.0472
RO,2023,7,25.53042320989472,19.308872,14.3,4.3866034,14.183871,31,Norte,3.5506,2.1933
RO,2023,8,27.0573444323641,21.88871,15.5,4.004383,12.135485,31,Norte,3.6366,2.0022
RO,2023,9,27.693940663543525,23.090832,20.2,4.4241233,11.528334,30,Norte,3.673,2.2121
RO,2023,10,27.87984205762252,23.558064,20.7,4.422108,10.69758,31,Norte,3.6838,2.2111
RO,2023,11,27.445785119136023,23.595,20.3,4.637365,9.59,30,Norte,3.6588,2.3187
RO,2023,12,26.96447356505524,23.504839,20.8,5.162002,8.808064,31,Norte,3.6313,2.581
RO,2024,1,26.20621636093304,23.371775,20.2,4.7143064,7.7080646,31,Norte,3.5884,2.3572
RO,2024,2,26.17579019480738,23.156034,20.2,4.530786,7.85,29,Norte,3.5867,2.2654
RO,2024,3,26.72987234464256,23.698387,21.4,4.728638,7.999193,31,Norte,3.618,2.3643
RO,2024,4,26.6763889948527,23.575834,20.5,4.31245,8.013333,30,Norte,3.6149,2.1562
RO,2024,5,25.4712030144148,21.310484,12.4,4.3409166,9.512903,31,Norte,3.5473,2.1705
RO,2024,6,26.541403314341668,20.268518,15.6,4.938403,13.2287035,30,Norte,3.6073,2.4692
RO,2024,7,25.49695331477777,18.472044,10.8,5.097109,14.646236,31,Norte,3.5487,2.5486
RO,2024,8,27.14874545134951,20.13226,10.7,4.7795267,14.753763,31,Norte,3.6418,2.3898
RO,2024,9,29.489643765831424,23.291111,17.8,4.1717606,12.432222,30,Norte,3.7777,2.0859
RO,2024,10,28.899004270157477,23.601074,19.5,5.238294,10.808602,31,Norte,3.743,2.6191
RO,2024,11,26.764556043271018,23.081112,19.4,4.630781,8.003333,30,Norte,3.6199,2.3154
RO,2024,12,26.55978543787168,23.201113,20.2,4.656745,7.461111,31,Norte,3.6083,2.3284
RO,2025,1,25.374002837299845,22.640001,19.6,4.1776314,7.094203,31,Norte,3.5418,2.0888
RO,2025,2,24.80667371927581,22.639025,18.6,4.237293,7.4892855,28,Norte,3.5105,2.1186
RO,2025,3,24.963575219595302,22.920431,20.1,4.2175,7.3935485,31,Norte,3.5191,2.1088
RO,2025,4,25.357140623083435,22.937078,18.9,4.062956,8.106667,30,Norte,3.5409,2.0315
RO,2025,5,25.773275809953347,22.757317,15.3,4.070415,9.229411,31,Norte,3.5641,2.0352
RO,2025,6,25.612777794731983,21.761665,18.6,4.0621424,10.69,30,Norte,3.5551,2.0311
RO,2025,7,24.566935403261187,18.487097,14.3,5.0372467,14.890323,31,Norte,3.4973,2.5186
RO,2025,8,27.362771642380867,21.503225,16.3,5.0035167,14.264517,31,Norte,3.654,2.5018
RO,2025,9,27.76971645631652,23.433332,19.7,4.7443275,12.376666,30,Norte,3.6774,2.3722
RO,2025,10,27.31008074360509,23.261364,20.4,5.020003,9.967742,31,Norte,3.651,2.51
RO,2025,11,26.935751936381404,23.453999,20.2,5.049713,8.952,30,Norte,3.6297,2.5249
RO,2025,12,25.81922605852481,22.90645,21.3,4.03807,7.5677423,31,Norte,3.5667,2.019
RR,2021,1,28.79914395844724,23.75238,21.4,4.529157,7.842857,31,Norte,3.7372,2.2646
RR,2021,2,,,,,,28,Norte,,
RR,2021,3,,,,,,31,Norte,,
RR,2021,4,,,,,,30,Norte,,
RR,2021,5,,,,,,31,Norte,,
RR,2021,6,,,,,,30,Norte,,
RR,2021,7,,,,,,31,Norte,,
RR,2021,8,,,,,,31,Norte,,
RR,2021,9,,,,,,30,Norte,,
RR,2021,10,,,,,,31,Norte,,
RR,2021,11,,,,,,30,Norte,,
RR,2021,12,,,,,,31,Norte,,
RR,2022,1,,,,,,31,Norte,,
RR,2022,2,,,,,,28,Norte,,
RR,2022,3,27.805138990614147,24.26,22.3,5.602139,7.7600007,31,Norte,3.6795,2.8011
RR,2022,4,26.970138888888886,23.43,20.7,5.163886,8.463334,30,Norte,3.6316,2.5819
RR,2022,5,25.738306599278605,22.803226,20.6,4.199085,6.7580647,31,Norte,3.5621,2.0995
RR,2022,6,25.573055775960288,22.576666,21.1,4.513906,7.733333,30,Norte,3.5529,2.257
RR,2022,7,25.98037629486412,23.019354,22.0,4.7949567,7.596774,31,Norte,3.5757,2.3975
RR,2022,8,26.91962383639428,23.029034,21.2,5.6441317,9.329033,31,Norte,3.6288,2.8221
RR,2022,9,27.544444020589196,23.06,20.4,6.110068,10.096666,30,Norte,3.6645,3.055
RR,2022,10,27.80497315109417,23.648386,22.1,5.7830715,10.18387,31,Norte,3.6794,2.8915
RR,2022,11,27.17575098482958,23.726665,21.0,4.6064115,7.893333,30,Norte,3.6433,2.3032
RR,2022,12,26.57618545576974,23.032259,21.7,4.9784245,8.283872,31,Norte,3.6093,2.4892
RR,2023,1,26.701209857899656,22.890322,21.1,5.29853,8.799999,31,Norte,3.6163,2.6493
RR,2023,2,27.005952290126256,23.34643,21.6,5.0475354,8.314286,28,Norte,3.6337,2.5238
RR,2023,3,28.310618246755293,23.925806,21.6,5.8149204,9.648387,31,Norte,3.7087,2.9075
RR,2023,4,27.90999976264106,23.913334,21.6,5.2303147,9.243333,30,Norte,3.6855,2.6152
RR,2023,5,26.836021587412844,23.67742,21.7,4.440431,7.593549,31,Norte,3.624,2.2202
RR,2023,6,26.22222222222222,23.18,22.0,4.3916693,7.6,30,Norte,3.5893,2.1958
RR,2023,7,26.431585988690777,23.009678,22.0,5.015433,8.645162,31,Norte,3.6011,2.5077
RR,2023,8,27.895570319995542,23.742105,22.4,5.659496,10.068421,31,Norte,3.6847,2.8297
RR,2023,9,,,,,,30,Norte,,
RR,2023,10,,,,,,31,Norte,,
RR,2023,11,29.712083435058595,25.42,24.1,4.9690776,9.469999,30,Norte,3.7909,2.4845
RR,2023,12,29.269758162959928,24.909678,22.6,5.154398,10.077419,31,Norte,3.7648,2.5772
RR,2024,1,29.543951711347027,24.925806,22.4,5.6445804,10.158064,31,Norte,3.781,2.8223
RR,2024,2,30.30071846095995,25.424137,23.2,5.7742815,10.341379,29,Norte,3.8259,2.8871
RR,2024,3,30.939919420467916,26.21613,24.1,5.5515966,9.845161,31,Norte,3.8643,2.7758
RR,2024,4,29.234305402967664,25.109999,22.8,5.1157446,9.03,30,Norte,3.7627,2.5579
RR,2024,5,28.142877391558727,25.396667,23.5,3.9647825,5.35,31,Norte,3.699,1.9824
RR,2024,6,28.403287045771027,25.03,23.1,3.9835687,5.7733335,30,Norte,3.7141,1.9918
